Gene stable ID	Gene stable ID version	Gene name	Human gene stable ID	Human gene name	Human protein or transcript stable ID	Human orthology confidence [0 low, 1 high]	Human homology type
ENSMUSG00000029075	ENSMUSG00000029075.7	Tnfrsf4	ENSG00000186827	TNFRSF4	ENSP00000368538	1	ortholog_one2one
ENSMUSG00000001227	ENSMUSG00000001227.13	Sema6b	ENSG00000167680	SEMA6B	ENSP00000467290	1	ortholog_one2one
ENSMUSG00000019826	ENSMUSG00000019826.12	Zbtb24	ENSG00000112365	ZBTB24	ENSP00000230122	1	ortholog_one2one
ENSMUSG00000053388	ENSMUSG00000053388.11	Trim50	ENSG00000146755	TRIM50	ENSP00000327994	1	ortholog_one2one
ENSMUSG00000044469	ENSMUSG00000044469.9	Tnfaip8l1	ENSG00000185361	TNFAIP8L1	ENSP00000331827	1	ortholog_one2one
ENSMUSG00000019579	ENSMUSG00000019579.14	Mydgf	ENSG00000074842	MYDGF	ENSP00000262947	1	ortholog_one2one
ENSMUSG00000000916	ENSMUSG00000000916.16	Nsun5	ENSG00000130305	NSUN5	ENSP00000388464	1	ortholog_one2one
ENSMUSG00000019823	ENSMUSG00000019823.18	Mical1	ENSG00000135596	MICAL1	ENSP00000351664	1	ortholog_one2one
ENSMUSG00000001229	ENSMUSG00000001229.10	Dpp9	ENSG00000142002	DPP9	ENSP00000262960	1	ortholog_one2one
ENSMUSG00000027959	ENSMUSG00000027959.15	Sass6	ENSG00000156876	SASS6	ENSP00000287482	1	ortholog_one2one
ENSMUSG00000018919	ENSMUSG00000018919.11	Tm4sf5	ENSG00000142484	TM4SF5	ENSP00000270560	1	ortholog_one2one
ENSMUSG00000009356	ENSMUSG00000009356.13	Lpo	ENSG00000167419	LPO	ENSP00000262290	1	ortholog_one2one
ENSMUSG00000103711	ENSMUSG00000103711.2	Tstd1	ENSG00000215845	TSTD1	ENSP00000388293	1	ortholog_one2one
ENSMUSG00000029074	ENSMUSG00000029074.15	Ttll10	ENSG00000162571	TTLL10	ENSP00000368591	1	ortholog_one2one
ENSMUSG00000038235	ENSMUSG00000038235.5	F11r	ENSG00000158769	F11R	ENSP00000357005	1	ortholog_one2one
ENSMUSG00000020611	ENSMUSG00000020611.15	Gna13	ENSG00000120063	GNA13	ENSP00000400717	1	ortholog_one2one
ENSMUSG00000053483	ENSMUSG00000053483.16	Usp21	ENSG00000143258	USP21	ENSP00000356981	1	ortholog_one2one
ENSMUSG00000047123	ENSMUSG00000047123.9	Ticam1	ENSG00000127666	TICAM1	ENSP00000248244	1	ortholog_one2one
ENSMUSG00000020830	ENSMUSG00000020830.4	Vmo1	ENSG00000182853	VMO1	ENSP00000328397	1	ortholog_one2one
ENSMUSG00000024197	ENSMUSG00000024197.11	Plin3	ENSG00000105355	PLIN3	ENSP00000221957	1	ortholog_one2one
ENSMUSG00000039959	ENSMUSG00000039959.14	Hip1	ENSG00000127946	HIP1	ENSP00000336747	1	ortholog_one2one
ENSMUSG00000046811	ENSMUSG00000046811.4	Gltpd2	ENSG00000182327	GLTPD2	ENSP00000328070	1	ortholog_one2one
ENSMUSG00000018286	ENSMUSG00000018286.7	Psmb6	ENSG00000142507	PSMB6	ENSP00000270586	1	ortholog_one2one
ENSMUSG00000027560	ENSMUSG00000027560.5	Dok5	ENSG00000101134	DOK5	ENSP00000262593	1	ortholog_one2one
ENSMUSG00000073380	ENSMUSG00000073380.3	Arrdc5	ENSG00000205784	ARRDC5	ENSP00000498235	1	ortholog_one2one
ENSMUSG00000068328	ENSMUSG00000068328.11	Aup1	ENSG00000115307	AUP1	ENSP00000366748	1	ortholog_one2one
ENSMUSG00000001228	ENSMUSG00000001228.15	Uhrf1	ENSG00000276043	UHRF1	ENSP00000498698	1	ortholog_one2one
ENSMUSG00000001911	ENSMUSG00000001911.17	Nfix	ENSG00000008441	NFIX	ENSP00000467512	1	ortholog_one2one
ENSMUSG00000089911	ENSMUSG00000089911.5	Mfsd14a	ENSG00000156875	MFSD14A	ENSP00000359171	1	ortholog_one2one
ENSMUSG00000002015	ENSMUSG00000002015.6	Bcap31	ENSG00000185825	BCAP31	ENSP00000343458	1	ortholog_one2one
ENSMUSG00000109833	ENSMUSG00000109833.2	Gm40193	ENSG00000262165	C17orf114	ENSP00000490255	1	ortholog_one2one
ENSMUSG00000020610	ENSMUSG00000020610.18	Amz2	ENSG00000196704	AMZ2	ENSP00000352976	1	ortholog_one2one
ENSMUSG00000067578	ENSMUSG00000067578.4	Cbln4	ENSG00000054803	CBLN4	ENSP00000064571	1	ortholog_one2one
ENSMUSG00000038537	ENSMUSG00000038537.2	Mc3r	ENSG00000124089	MC3R	ENSP00000243911	1	ortholog_one2one
ENSMUSG00000027495	ENSMUSG00000027495.5	Fam210b	ENSG00000124098	FAM210B	ENSP00000360437	1	ortholog_one2one
ENSMUSG00000065400	ENSMUSG00000065400.3	Mir200a	ENSG00000207607	MIR200A	ENST00000384875	1	ortholog_one2one
ENSMUSG00000065549	ENSMUSG00000065549.5	Mir200b	ENSG00000207730	MIR200B	ENST00000384997	1	ortholog_one2one
ENSMUSG00000078487	ENSMUSG00000078487.10	Ankrd65	ENSG00000235098	ANKRD65	ENSP00000445688	1	ortholog_one2one
ENSMUSG00000031378	ENSMUSG00000031378.15	Abcd1	ENSG00000101986	ABCD1	ENSP00000218104	1	ortholog_one2one
ENSMUSG00000033955	ENSMUSG00000033955.14	Tnks1bp1	ENSG00000149115	TNKS1BP1	ENSP00000350990	1	ortholog_one2one
ENSMUSG00000033423	ENSMUSG00000033423.17	Eri3	ENSG00000117419	ERI3	ENSP00000361331	1	ortholog_one2one
ENSMUSG00000027957	ENSMUSG00000027957.14	Slc35a3	ENSG00000117620	SLC35A3	ENSP00000433849	1	ortholog_one2one
ENSMUSG00000038599	ENSMUSG00000038599.15	Capn8	ENSG00000203697	CAPN8	ENSP00000355837	1	ortholog_one2one
ENSMUSG00000034121	ENSMUSG00000034121.13	Mks1	ENSG00000011143	MKS1	ENSP00000376827	1	ortholog_one2one
ENSMUSG00000077506	ENSMUSG00000077506.3	Scarna9	ENSG00000273885		ENST00000362805	1	ortholog_one2one
ENSMUSG00000031385	ENSMUSG00000031385.15	Plxnb3	ENSG00000198753	PLXNB3	ENSP00000355378	1	ortholog_one2one
ENSMUSG00000032440	ENSMUSG00000032440.14	Tgfbr2	ENSG00000163513	TGFBR2	ENSP00000295754	1	ortholog_one2one
ENSMUSG00000025507	ENSMUSG00000025507.14	Pidd1	ENSG00000177595	PIDD1	ENSP00000337797	1	ortholog_one2one
ENSMUSG00000039742	ENSMUSG00000039742.16	Garin1b	ENSG00000135248	GARIN1B	ENSP00000477573	1	ortholog_one2one
ENSMUSG00000009640	ENSMUSG00000009640.12	Dmap1	ENSG00000178028	DMAP1	ENSP00000361363	1	ortholog_one2one
ENSMUSG00000033400	ENSMUSG00000033400.15	Agl	ENSG00000162688	AGL	ENSP00000355106	1	ortholog_one2one
ENSMUSG00000052234	ENSMUSG00000052234.3	Epx	ENSG00000121053	EPX	ENSP00000225371	1	ortholog_one2one
ENSMUSG00000029767	ENSMUSG00000029767.17	Calu	ENSG00000128595	CALU	ENSP00000249364	1	ortholog_one2one
ENSMUSG00000044338	ENSMUSG00000044338.10	Aplnr	ENSG00000134817	APLNR	ENSP00000475344	1	ortholog_one2one
ENSMUSG00000034041	ENSMUSG00000034041.6	Lyl1	ENSG00000104903	LYL1	ENSP00000264824	1	ortholog_one2one
ENSMUSG00000075224	ENSMUSG00000075224.11	Lrrc55	ENSG00000183908	LRRC55	ENSP00000419542	1	ortholog_one2one
ENSMUSG00000035047	ENSMUSG00000035047.10	Kri1	ENSG00000129347	KRI1	ENSP00000320917	1	ortholog_one2one
ENSMUSG00000028542	ENSMUSG00000028542.18	Slc6a9	ENSG00000196517	SLC6A9	ENSP00000361384	1	ortholog_one2one
ENSMUSG00000053226	ENSMUSG00000053226.8	Dand5	ENSG00000179284	DAND5	ENSP00000323155	1	ortholog_one2one
ENSMUSG00000033751	ENSMUSG00000033751.6	Gadd45gip1	ENSG00000179271	GADD45GIP1	ENSP00000323065	1	ortholog_one2one
ENSMUSG00000003813	ENSMUSG00000003813.16	Rad23a	ENSG00000179262	RAD23A	ENSP00000467024	1	ortholog_one2one
ENSMUSG00000041920	ENSMUSG00000041920.15	Slc16a6	ENSG00000108932	SLC16A6	ENSP00000462985	1	ortholog_one2one
ENSMUSG00000027496	ENSMUSG00000027496.16	Aurka	ENSG00000087586	AURKA	ENSP00000379251	1	ortholog_one2one
ENSMUSG00000043429	ENSMUSG00000043429.8	Ccdc185	ENSG00000178395	CCDC185	ENSP00000355840	1	ortholog_one2one
ENSMUSG00000038576	ENSMUSG00000038576.16	Susd4	ENSG00000143502	SUSD4	ENSP00000355843	1	ortholog_one2one
ENSMUSG00000003814	ENSMUSG00000003814.9	Calr	ENSG00000179218	CALR	ENSP00000320866	1	ortholog_one2one
ENSMUSG00000096472	ENSMUSG00000096472.3	Cdkn2d	ENSG00000129355	CDKN2D	ENSP00000377224	1	ortholog_one2one
ENSMUSG00000004814	ENSMUSG00000004814.11	Ccl24	ENSG00000106178	CCL24	ENSP00000222902	1	ortholog_one2one
ENSMUSG00000002007	ENSMUSG00000002007.6	Srpk3	ENSG00000184343	SRPK3	ENSP00000359119	1	ortholog_one2one
ENSMUSG00000003309	ENSMUSG00000003309.15	Ap1m2	ENSG00000129354	AP1M2	ENSP00000250244	1	ortholog_one2one
ENSMUSG00000053965	ENSMUSG00000053965.11	Pde5a	ENSG00000138735	PDE5A	ENSP00000347046	1	ortholog_one2one
ENSMUSG00000034274	ENSMUSG00000034274.12	Thoc5	ENSG00000100296	THOC5	ENSP00000420306	1	ortholog_one2one
ENSMUSG00000039917	ENSMUSG00000039917.11	Rhbdd2	ENSG00000005486	RHBDD2	ENSP00000006777	1	ortholog_one2one
ENSMUSG00000058831	ENSMUSG00000058831.14	Opn1sw	ENSG00000128617	OPN1SW	ENSP00000249389	1	ortholog_one2one
ENSMUSG00000079164	ENSMUSG00000079164.11	Tlr5	ENSG00000187554	TLR5	ENSP00000496355	1	ortholog_one2one
ENSMUSG00000003808	ENSMUSG00000003808.19	Farsa	ENSG00000179115	FARSA	ENSP00000320309	1	ortholog_one2one
ENSMUSG00000030768	ENSMUSG00000030768.13	Disp1	ENSG00000154309	DISP1	ENSP00000502357	1	ortholog_one2one
ENSMUSG00000002010	ENSMUSG00000002010.18	Idh3g	ENSG00000067829	IDH3G	ENSP00000217901	1	ortholog_one2one
ENSMUSG00000068699	ENSMUSG00000068699.13	Flnc	ENSG00000128591	FLNC	ENSP00000327145	1	ortholog_one2one
ENSMUSG00000027346	ENSMUSG00000027346.16	Gpcpd1	ENSG00000125772	GPCPD1	ENSP00000368305	1	ortholog_one2one
ENSMUSG00000025509	ENSMUSG00000025509.16	Pnpla2	ENSG00000177666	PNPLA2	ENSP00000337701	1	ortholog_one2one
ENSMUSG00000005514	ENSMUSG00000005514.15	Por	ENSG00000127948	POR	ENSP00000419970	1	ortholog_one2one
ENSMUSG00000024201	ENSMUSG00000024201.13	Kdm4b	ENSG00000127663	KDM4B	ENSP00000159111	1	ortholog_one2one
ENSMUSG00000023057	ENSMUSG00000023057.6	Fabp2	ENSG00000145384	FABP2	ENSP00000274024	1	ortholog_one2one
ENSMUSG00000019822	ENSMUSG00000019822.13	Smpd2	ENSG00000135587	SMPD2	ENSP00000258052	1	ortholog_one2one
ENSMUSG00000003824	ENSMUSG00000003824.13	Syce2	ENSG00000161860	SYCE2	ENSP00000293695	1	ortholog_one2one
ENSMUSG00000054091	ENSMUSG00000054091.10	Arln	ENSG00000164096	ARLN	ENSP00000485697	1	ortholog_one2one
ENSMUSG00000057193	ENSMUSG00000057193.9	Slc44a2	ENSG00000129353	SLC44A2	ENSP00000336888	1	ortholog_one2one
ENSMUSG00000039701	ENSMUSG00000039701.12	Usp53	ENSG00000145390	USP53	ENSP00000509606	1	ortholog_one2one
ENSMUSG00000046836	ENSMUSG00000046836.14	Brox	ENSG00000162819	BROX	ENSP00000343742	1	ortholog_one2one
ENSMUSG00000002014	ENSMUSG00000002014.13	Ssr4	ENSG00000180879	SSR4	ENSP00000359103	1	ortholog_one2one
ENSMUSG00000003809	ENSMUSG00000003809.15	Gcdh	ENSG00000105607	GCDH	ENSP00000222214	1	ortholog_one2one
ENSMUSG00000078451	ENSMUSG00000078451.6	Ppil6	ENSG00000185250	PPIL6	ENSP00000427929	1	ortholog_one2one
ENSMUSG00000060787	ENSMUSG00000060787.10	Or4d1	ENSG00000141194	OR4D1	ENSP00000365451	1	ortholog_one2one
ENSMUSG00000019818	ENSMUSG00000019818.16	Cd164	ENSG00000135535	CD164	ENSP00000309376	1	ortholog_one2one
ENSMUSG00000020396	ENSMUSG00000020396.9	Nefh	ENSG00000100285	NEFH	ENSP00000311997	1	ortholog_one2one
ENSMUSG00000002006	ENSMUSG00000002006.13	Pdzd4	ENSG00000067840	PDZD4	ENSP00000377355	1	ortholog_one2one
ENSMUSG00000020483	ENSMUSG00000020483.15	Dynll2	ENSG00000264364	DYNLL2	ENSP00000477310	1	ortholog_one2one
ENSMUSG00000078588	ENSMUSG00000078588.11	Ccdc24	ENSG00000159214	CCDC24	ENSP00000361392	1	ortholog_one2one
ENSMUSG00000054191	ENSMUSG00000054191.10	Klf1	ENSG00000105610	KLF1	ENSP00000264834	1	ortholog_one2one
ENSMUSG00000019813	ENSMUSG00000019813.17	Cep57l1	ENSG00000183137	CEP57L1	ENSP00000427844	1	ortholog_one2one
ENSMUSG00000003812	ENSMUSG00000003812.14	Dnase2a	ENSG00000105612	DNASE2	ENSP00000222219	1	ortholog_one2one
ENSMUSG00000055733	ENSMUSG00000055733.7	Nap1l3	ENSG00000186310	NAP1L3	ENSP00000362171	1	ortholog_one2one
ENSMUSG00000020604	ENSMUSG00000020604.14	Arsg	ENSG00000141337	ARSG	ENSP00000480910	1	ortholog_one2one
ENSMUSG00000028116	ENSMUSG00000028116.14	Myoz2	ENSG00000172399	MYOZ2	ENSP00000306997	1	ortholog_one2one
ENSMUSG00000039886	ENSMUSG00000039886.9	Tmem120a	ENSG00000189077	TMEM120A	ENSP00000473983	1	ortholog_one2one
ENSMUSG00000059811	ENSMUSG00000059811.14	Atl2	ENSG00000119787	ATL2	ENSP00000368237	1	ortholog_one2one
ENSMUSG00000048200	ENSMUSG00000048200.13	Cracr2b	ENSG00000177685	CRACR2B	ENSP00000435299	1	ortholog_one2one
ENSMUSG00000028541	ENSMUSG00000028541.15	B4galt2	ENSG00000117411	B4GALT2	ENSP00000361399	1	ortholog_one2one
ENSMUSG00000053693	ENSMUSG00000053693.17	Mast1	ENSG00000105613	MAST1	ENSP00000251472	1	ortholog_one2one
ENSMUSG00000014603	ENSMUSG00000014603.4	Alx3	ENSG00000156150	ALX3	ENSP00000497310	1	ortholog_one2one
ENSMUSG00000042901	ENSMUSG00000042901.11	Aida	ENSG00000186063	AIDA	ENSP00000339161	1	ortholog_one2one
ENSMUSG00000014601	ENSMUSG00000014601.14	Strip1	ENSG00000143093	STRIP1	ENSP00000358810	1	ortholog_one2one
ENSMUSG00000019178	ENSMUSG00000019178.18	Styxl1	ENSG00000127952	STYXL1	ENSP00000352726	1	ortholog_one2one
ENSMUSG00000020828	ENSMUSG00000020828.14	Pld2	ENSG00000129219	PLD2	ENSP00000263088	1	ortholog_one2one
ENSMUSG00000025510	ENSMUSG00000025510.15	Cd151	ENSG00000177697	CD151	ENSP00000380565	1	ortholog_one2one
ENSMUSG00000024095	ENSMUSG00000024095.17	Hnrnpll	ENSG00000143889	HNRNPLL	ENSP00000390625	1	ortholog_one2one
ENSMUSG00000032178	ENSMUSG00000032178.15	Ilf3	ENSG00000129351	ILF3	ENSP00000468181	1	ortholog_one2one
ENSMUSG00000053461	ENSMUSG00000053461.10	Hhipl2	ENSG00000143512	HHIPL2	ENSP00000342118	1	ortholog_one2one
ENSMUSG00000033379	ENSMUSG00000033379.14	Atp6v0b	ENSG00000117410	ATP6V0B	ENSP00000431605	1	ortholog_one2one
ENSMUSG00000027893	ENSMUSG00000027893.15	Ahcyl1	ENSG00000168710	AHCYL1	ENSP00000358814	1	ortholog_one2one
ENSMUSG00000029769	ENSMUSG00000029769.18	Ccdc136	ENSG00000128596	CCDC136	ENSP00000297788	1	ortholog_one2one
ENSMUSG00000019179	ENSMUSG00000019179.11	Mdh2	ENSG00000146701	MDH2	ENSP00000327070	1	ortholog_one2one
ENSMUSG00000056050	ENSMUSG00000056050.16	Mia3	ENSG00000154305	MIA3	ENSP00000340900	1	ortholog_one2one
ENSMUSG00000074300	ENSMUSG00000074300.5	Smim31	ENSG00000248771	SMIM31	ENSP00000490699	1	ortholog_one2one
ENSMUSG00000090071	ENSMUSG00000090071.5	Cdk5r2	ENSG00000171450	CDK5R2	ENSP00000304250	1	ortholog_one2one
ENSMUSG00000077549	ENSMUSG00000077549.3	Snord71	ENSG00000223224	SNORD71	ENST00000411292	1	ortholog_one2one
ENSMUSG00000031732	ENSMUSG00000031732.13	Phlpp2	ENSG00000040199	PHLPP2	ENSP00000457991	1	ortholog_one2one
ENSMUSG00000035473	ENSMUSG00000035473.11	Galm	ENSG00000143891	GALM	ENSP00000272252	1	ortholog_one2one
ENSMUSG00000055197	ENSMUSG00000055197.5	Fev	ENSG00000163497	FEV	ENSP00000295727	1	ortholog_one2one
ENSMUSG00000028540	ENSMUSG00000028540.7	Dph2	ENSG00000132768	DPH2	ENSP00000255108	1	ortholog_one2one
ENSMUSG00000038489	ENSMUSG00000038489.9	Polr2l	ENSG00000177700	POLR2L	ENSP00000324124	1	ortholog_one2one
ENSMUSG00000006546	ENSMUSG00000006546.4	Cryba2	ENSG00000163499	CRYBA2	ENSP00000295728	1	ortholog_one2one
ENSMUSG00000025511	ENSMUSG00000025511.16	Tspan4	ENSG00000214063	TSPAN4	ENSP00000380552	1	ortholog_one2one
ENSMUSG00000039860	ENSMUSG00000039860.20	Srrm3	ENSG00000177679	SRRM3	ENSP00000480851	1	ortholog_one2one
ENSMUSG00000033365	ENSMUSG00000033365.15	Ipo13	ENSG00000117408	IPO13	ENSP00000361418	1	ortholog_one2one
ENSMUSG00000038240	ENSMUSG00000038240.14	Pdss2	ENSG00000164494	PDSS2	ENSP00000358033	1	ortholog_one2one
ENSMUSG00002076421	ENSMUSG00002076421.1	Gm55781	ENSG00000274520		ENST00000620900	1	ortholog_one2one
ENSMUSG00000065616	ENSMUSG00000065616.5	Mir375	ENSG00000198973	MIR375	ENST00000362103	1	ortholog_one2one
ENSMUSG00000047021	ENSMUSG00000047021.15	Cfap65	ENSG00000181378	CFAP65	ENSP00000340776	1	ortholog_one2one
ENSMUSG00000038805	ENSMUSG00000038805.11	Six3	ENSG00000138083	SIX3	ENSP00000260653	1	ortholog_one2one
ENSMUSG00000001672	ENSMUSG00000001672.15	Marveld3	ENSG00000140832	MARVELD3	ENSP00000268485	1	ortholog_one2one
ENSMUSG00002076389	ENSMUSG00002076389.1	Gm55783	ENSG00000276229		ENST00000622214	1	ortholog_one2one
ENSMUSG00000014599	ENSMUSG00000014599.11	Csf1	ENSG00000184371	CSF1	ENSP00000327513	1	ortholog_one2one
ENSMUSG00000024134	ENSMUSG00000024134.13	Six2	ENSG00000170577	SIX2	ENSP00000304502	1	ortholog_one2one
ENSMUSG00000001670	ENSMUSG00000001670.14	Tat	ENSG00000198650	TAT	ENSP00000348234	1	ortholog_one2one
ENSMUSG00000035930	ENSMUSG00000035930.10	Chst4	ENSG00000140835	CHST4	ENSP00000441204	1	ortholog_one2one
ENSMUSG00000018379	ENSMUSG00000018379.18	Srsf1	ENSG00000136450	SRSF1	ENSP00000258962	1	ortholog_one2one
ENSMUSG00000044676	ENSMUSG00000044676.11	Zfp612	ENSG00000167377	ZNF23	ENSP00000497736	1	ortholog_one2one
ENSMUSG00000024176	ENSMUSG00000024176.12	Sox8	ENSG00000005513	SOX8	ENSP00000293894	1	ortholog_one2one
ENSMUSG00000025512	ENSMUSG00000025512.16	Chid1	ENSG00000177830	CHID1	ENSP00000325055	1	ortholog_one2one
ENSMUSG00000028539	ENSMUSG00000028539.15	Artn	ENSG00000117407	ARTN	ENSP00000361434	1	ortholog_one2one
ENSMUSG00000095941	ENSMUSG00000095941.5	Tle7	ENSG00000260734	TLE7	ENSP00000492311	1	ortholog_one2one
ENSMUSG00000023826	ENSMUSG00000023826.18	Prkn	ENSG00000185345	PRKN	ENSP00000355865	1	ortholog_one2one
ENSMUSG00000038214	ENSMUSG00000038214.17	Bend3	ENSG00000178409	BEND3	ENSP00000358038	1	ortholog_one2one
ENSMUSG00000004951	ENSMUSG00000004951.11	Hspb1	ENSG00000106211	HSPB1	ENSP00000248553	1	ortholog_one2one
ENSMUSG00000006538	ENSMUSG00000006538.13	Ihh	ENSG00000163501	IHH	ENSP00000295731	1	ortholog_one2one
ENSMUSG00000003657	ENSMUSG00000003657.10	Calb2	ENSG00000172137	CALB2	ENSP00000307508	1	ortholog_one2one
ENSMUSG00000026162	ENSMUSG00000026162.9	Nhej1	ENSG00000187736	NHEJ1	ENSP00000349313	1	ortholog_one2one
ENSMUSG00000051391	ENSMUSG00000051391.10	Ywhag	ENSG00000170027	YWHAG	ENSP00000306330	1	ortholog_one2one
ENSMUSG00000034926	ENSMUSG00000034926.4	Dhcr24	ENSG00000116133	DHCR24	ENSP00000360316	1	ortholog_one2one
ENSMUSG00000019797	ENSMUSG00000019797.12	Mtres1	ENSG00000130349	MTRES1	ENSP00000310951	1	ortholog_one2one
ENSMUSG00000026205	ENSMUSG00000026205.9	Slc23a3	ENSG00000213901	SLC23A3	ENSP00000386473	1	ortholog_one2one
ENSMUSG00000029699	ENSMUSG00000029699.14	Ssc4d	ENSG00000146700	SSC4D	ENSP00000275560	1	ortholog_one2one
ENSMUSG00000018377	ENSMUSG00000018377.11	Vezf1	ENSG00000136451	VEZF1	ENSP00000462337	1	ortholog_one2one
ENSMUSG00000009646	ENSMUSG00000009646.14	Pla2g12b	ENSG00000138308	PLA2G12B	ENSP00000362123	1	ortholog_one2one
ENSMUSG00000046441	ENSMUSG00000046441.6	Cmtr2	ENSG00000180917	CMTR2	ENSP00000411148	1	ortholog_one2one
ENSMUSG00000031487	ENSMUSG00000031487.6	Brf2	ENSG00000104221	BRF2	ENSP00000220659	1	ortholog_one2one
ENSMUSG00000018378	ENSMUSG00000018378.14	Cuedc1	ENSG00000180891	CUEDC1	ENSP00000462717	1	ortholog_one2one
ENSMUSG00000009654	ENSMUSG00000009654.5	Oit3	ENSG00000138315	OIT3	ENSP00000333900	1	ortholog_one2one
ENSMUSG00000024163	ENSMUSG00000024163.19	Mapk8ip3	ENSG00000138834	MAPK8IP3	ENSP00000481780	1	ortholog_one2one
ENSMUSG00000033159	ENSMUSG00000033159.15	Cnppd1	ENSG00000115649	CNPPD1	ENSP00000353698	1	ortholog_one2one
ENSMUSG00000033933	ENSMUSG00000033933.14	Vhl	ENSG00000134086	VHL	ENSP00000256474	1	ortholog_one2one
ENSMUSG00000031488	ENSMUSG00000031488.15	Rab11fip1	ENSG00000156675	RAB11FIP1	ENSP00000331342	1	ortholog_one2one
ENSMUSG00000054362	ENSMUSG00000054362.10	Cimap2	ENSG00000162398	CIMAP2	ENSP00000360320	1	ortholog_one2one
ENSMUSG00000060477	ENSMUSG00000060477.15	Irak2	ENSG00000134070	IRAK2	ENSP00000256458	1	ortholog_one2one
ENSMUSG00000009647	ENSMUSG00000009647.14	Mcu	ENSG00000156026	MCU	ENSP00000362144	1	ortholog_one2one
ENSMUSG00000034919	ENSMUSG00000034919.3	Ttc22	ENSG00000006555	TTC22	ENSP00000360323	1	ortholog_one2one
ENSMUSG00000009090	ENSMUSG00000009090.18	Ap1b1	ENSG00000100280	AP1B1	ENSP00000350199	1	ortholog_one2one
ENSMUSG00000027498	ENSMUSG00000027498.15	Cstf1	ENSG00000101138	CSTF1	ENSP00000217109	1	ortholog_one2one
ENSMUSG00000039720	ENSMUSG00000039720.8	Got1l1	ENSG00000169154	GOT1L1	ENSP00000303077	1	ortholog_one2one
ENSMUSG00000004947	ENSMUSG00000004947.16	Dtx2	ENSG00000091073	DTX2	ENSP00000411986	1	ortholog_one2one
ENSMUSG00000008730	ENSMUSG00000008730.18	Hipk1	ENSG00000163349	HIPK1	ENSP00000407442	1	ortholog_one2one
ENSMUSG00000020111	ENSMUSG00000020111.17	Micu1	ENSG00000107745	MICU1	ENSP00000354415	1	ortholog_one2one
ENSMUSG00000043572	ENSMUSG00000043572.8	Pars2	ENSG00000162396	PARS2	ENSP00000360327	1	ortholog_one2one
ENSMUSG00000025413	ENSMUSG00000025413.14	Ttc4	ENSG00000243725	TTC4	ENSP00000360329	1	ortholog_one2one
ENSMUSG00000031489	ENSMUSG00000031489.16	Adrb3	ENSG00000188778	ADRB3	ENSP00000343782	1	ortholog_one2one
ENSMUSG00000049339	ENSMUSG00000049339.17	Retreg2	ENSG00000144567	RETREG2	ENSP00000395249	1	ortholog_one2one
ENSMUSG00000044991	ENSMUSG00000044991.11	Shld1	ENSG00000171984	SHLD1	ENSP00000305875	1	ortholog_one2one
ENSMUSG00000031492	ENSMUSG00000031492.14	Chrnb3	ENSG00000147432	CHRNB3	ENSP00000289957	1	ortholog_one2one
ENSMUSG00000027350	ENSMUSG00000027350.9	Chgb	ENSG00000089199	CHGB	ENSP00000368244	1	ortholog_one2one
ENSMUSG00000074570	ENSMUSG00000074570.15	Cass4	ENSG00000087589	CASS4	ENSP00000506506	1	ortholog_one2one
ENSMUSG00000002825	ENSMUSG00000002825.9	Qtrt1	ENSG00000213339	QTRT1	ENSP00000250237	1	ortholog_one2one
ENSMUSG00000002957	ENSMUSG00000002957.12	Ap2a2	ENSG00000183020	AP2A2	ENSP00000413234	1	ortholog_one2one
ENSMUSG00000064177	ENSMUSG00000064177.9	Ghrl	ENSG00000157017	GHRL	ENSP00000335074	1	ortholog_one2one
ENSMUSG00000031491	ENSMUSG00000031491.11	Chrna6	ENSG00000147434	CHRNA6	ENSP00000276410	1	ortholog_one2one
ENSMUSG00000042985	ENSMUSG00000042985.8	Upk3b	ENSG00000243566	UPK3B	ENSP00000334938	1	ortholog_one2one
ENSMUSG00000047502	ENSMUSG00000047502.15	Mroh7	ENSG00000184313	MROH7	ENSP00000396622	1	ortholog_one2one
ENSMUSG00000065547	ENSMUSG00000065547.3	Mir199a-1	ENSG00000207752	MIR199A1	ENST00000385019	1	ortholog_one2one
ENSMUSG00000032180	ENSMUSG00000032180.12	Tmed1	ENSG00000099203	TMED1	ENSP00000214869	1	ortholog_one2one
ENSMUSG00000072258	ENSMUSG00000072258.12	Taf1a	ENSG00000143498	TAF1A	ENSP00000327072	1	ortholog_one2one
ENSMUSG00000051515	ENSMUSG00000051515.12	Fam181b	ENSG00000182103	FAM181B	ENSP00000365295	1	ortholog_one2one
ENSMUSG00000002068	ENSMUSG00000002068.17	Ccne1	ENSG00000105173	CCNE1	ENSP00000262643	1	ortholog_one2one
ENSMUSG00000037376	ENSMUSG00000037376.15	Trmt6	ENSG00000089195	TRMT6	ENSP00000203001	1	ortholog_one2one
ENSMUSG00000049353	ENSMUSG00000049353.18	Rd3	ENSG00000198570	RD3	ENSP00000505312	1	ortholog_one2one
ENSMUSG00000030298	ENSMUSG00000030298.11	Sec13	ENSG00000157020	SEC13	ENSP00000312122	1	ortholog_one2one
ENSMUSG00000032182	ENSMUSG00000032182.16	Yipf2	ENSG00000130733	YIPF2	ENSP00000466055	1	ortholog_one2one
ENSMUSG00000088634	ENSMUSG00000088634.3	Gm24958	ENSG00000239127	SNORD125	ENST00000459538	1	ortholog_one2one
